0;69.13586426
0.625;66.90989685
1.25;56.16827393
1.875;44.93926239
2.5;35.5690918
3.125;30.20566559
3.75;27.02179146
4.375;23.57628632
5;24.03835869
5.625;24.72619438
6.25;22.17529678
6.875;20.69412994
7.5;21.00217819
8.125;21.54020882
8.75;21.08446693
9.375;20.49157715
10;19.72567558
10.625;22.56774139
11.25;25.20725632
11.875;27.24333382
12.5;28.48607826
13.125;27.4965229
13.75;31.37878227
14.375;30.29006195
15;26.5681572
15.625;24.78738213
16.25;22.50866508
16.875;19.6834774
17.5;19.98941612
18.125;21.2195015
18.75;20.57175446
19.375;18.05039597
20;17.61786079
20.625;19.2488327
21.25;21.98962402
21.875;21.46847153
22.5;20.45148849
23.125;18.74456024
23.75;20.06959343
24.375;21.25115013
25;19.44294548
25.625;16.50593185
26.25;15.34547424
26.875;17.26550484
27.5;17.94701004
28.125;17.90481186
28.75;17.76555634
29.375;17.48915672
30;18.27615738
30.625;17.86683273
31.25;18.75722122
31.875;19.30368996
32.5;18.53989792
33.125;18.62007523
33.75;18.20442009
34.375;16.41309547
35;18.51457977
35.625;19.15810585
36.25;19.87548065
36.875;21.74065208
37.5;23.53830719
38.125;25.19037819
38.75;26.16305161
39.375;25.76216698
40;24.77894211
40.625;22.59517097
41.25;21.59506798
41.875;20.10124207
42.5;17.50814629
43.125;17.21908569
43.75;17.82041359
44.375;15.57334614
45;14.44664669
45.625;17.70225906
46.25;17.83940315
46.875;16.05862808
47.5;16.77600288
48.125;16.55657005
48.75;17.05451202
49.375;15.98689079
50;15.98689079
50.625;15.98689079
51.25;14.28418255
51.875;14.32005119
52.5;15.9151535
53.125;16.80132103
53.75;17.8499527
54.375;19.40918732
55;22.17107582
55.625;22.95385742
56.25;23.37584305
56.875;24.94351578
57.5;23.57628632
58.125;22.81671333
58.75;23.38639259
59.375;21.54442978
60;20.66037178
60.625;20.84393501
61.25;19.88391876
61.875;18.38798332
62.5;19.28048134
63.125;18.4154129
63.75;19.10746765
64.375;18.32679558
65;15.68095207
65.625;18.57576752
66.25;19.35221863
66.875;19.60751915
67.5;20.27003479
68.125;21.64359665
68.75;22.77240562
69.375;21.43893242
70;24.88021851
70.625;27.26021194
71.25;28.99456978
71.875;30.17190742
72.5;30.85763168
73.125;30.54325294
73.75;32.4527359
74.375;34.8812561
75;34.10902405
75.625;33.74189758
76.25;33.89381027
76.875;35.42561722
77.5;35.87924957
78.125;34.90235519
78.75;34.85593796
79.375;35.37497711
80;36.31389236
80.625;36.79073715
81.25;35.24416351
81.875;34.78841782
82.5;34.64494324
83.125;36.10290146
83.75;35.63871765
84.375;33.68281937
85;31.23530769
85.625;32.68693542
86.25;32.07294846
86.875;28.56625557
87.5;31.07917404
88.125;30.83442307
88.75;30.11071968
89.375;29.10006523
90;29.52416039
90.625;28.34471321
91.25;29.29417801
91.875;27.57037163
92.5;24.63546753
93.125;25.96893883
93.75;26.5681572
94.375;24.70509529
95;25.24523544
95.625;25.28110313
96.25;24.62280846
96.875;23.38639259
