(title "Acoustic Pressure at receiver-15 (0.17101 0.984808 0.0301537)")
(labels "Time" "Acoustic Pressure")

((xy/key/label "Surface")
1.6796327 -0.0057832832
1.6796726 -0.0057705413
1.6797125 -0.0057368577
1.6797525 -0.0057708547
1.6797924 -0.0057801097
1.6798323 -0.0057575842
1.6798723 -0.0057492587
1.6799122 -0.0057736575
1.6799521 -0.0057539446
1.6799921 -0.0057192724
1.680032 -0.0057357661
1.6800719 -0.0057181031
1.6801119 -0.0056574573
1.6801518 -0.0056058061
1.6801918 -0.0056241434
1.6802317 -0.0056839329
1.6802716 -0.005676874
1.6803116 -0.0056505087
1.6803515 -0.0056613632
1.6803914 -0.005677945
1.6804314 -0.0056471978
1.6804713 -0.00553281
1.6805112 -0.0054246737
1.6805512 -0.0053736405
1.6805911 -0.0053125229
1.680631 -0.0052858558
1.680671 -0.0052936408
1.6807109 -0.005313159
1.6807508 -0.0052822623
1.6807908 -0.0053798044
1.6808307 -0.0053674099
1.6808707 -0.0052861837
1.6809106 -0.0052788248
1.6809505 -0.0053035105
1.6809905 -0.0052966424
1.6810304 -0.0052830772
1.6810703 -0.0052748951
1.6811103 -0.0052436339
1.6811502 -0.0051943827
1.6811901 -0.0051038098
1.6812301 -0.0050733546
1.68127 -0.0050702249
1.6813099 -0.005080956
1.6813499 -0.0050653499
1.6813898 -0.0050539705
1.6814297 -0.0050069015
1.6814697 -0.0048992294
1.6815096 -0.004818086
1.6815495 -0.004816229
1.6815895 -0.0047705756
1.6816294 -0.0048264302
1.6816694 -0.0048908666
1.6817093 -0.0049023833
1.6817492 -0.0049258219
1.6817892 -0.0049277893
1.6818291 -0.004842103
1.681869 -0.0047405679
1.681909 -0.0047014118
1.6819489 -0.0046649445
1.6819888 -0.004600903
1.6820288 -0.0045850463
1.6820687 -0.0046150545
1.6821086 -0.0045742244
1.6821486 -0.004534062
1.6821885 -0.0045890105
1.6822284 -0.0046843253
1.6822684 -0.0047517861
1.6823083 -0.0047589284
1.6823483 -0.0047299294
1.6823882 -0.0046819085
1.6824281 -0.0046631848
1.6824681 -0.0047177128
1.682508 -0.0046933102
1.6825479 -0.0046901167
1.6825879 -0.0047144489
1.6826278 -0.00466487
1.6826677 -0.0046365396
1.6827077 -0.0047088955
1.6827476 -0.0046683657
1.6827875 -0.00465777
1.6828275 -0.0046163592
1.6828674 -0.0046291118
1.6829073 -0.0046631191
1.6829473 -0.0047214781
1.6829872 -0.004742994
1.6830271 -0.0048354389
1.6830671 -0.0049740053
1.683107 -0.0049787457
1.683147 -0.0048799827
1.6831869 -0.0048002433
1.6832268 -0.0047962572
1.6832668 -0.0048560346
1.6833067 -0.0049766996
1.6833466 -0.0050970279
1.6833866 -0.0051260311
1.6834265 -0.0050598816
1.6834664 -0.0049837329
1.6835064 -0.0049767331
1.6835463 -0.0049550557
1.6835862 -0.0049554626
1.6836262 -0.0050109248
1.6836661 -0.0051019276
1.683706 -0.0051652105
1.683746 -0.0052121626
1.6837859 -0.0051787142
1.6838259 -0.0051446427
1.6838658 -0.0051350775
1.6839057 -0.0052018082
1.6839457 -0.0052793929
1.6839856 -0.005334944
1.6840255 -0.0053247926
1.6840655 -0.0053072046
1.6841054 -0.0053591188
1.6841453 -0.0054552723
1.6841853 -0.0054992433
1.6842252 -0.005518123
1.6842651 -0.0056028902
1.6843051 -0.0056763166
1.684345 -0.0057089599
1.6843849 -0.0058151362
1.6844249 -0.0057798312
1.6844648 -0.0057367771
1.6845047 -0.0058205319
1.6845447 -0.0058996403
1.6845846 -0.0058846539
1.6846246 -0.0057808054
1.6846645 -0.0057743867
1.6847044 -0.0059375139
1.6847444 -0.0060676108
1.6847843 -0.0061116675
1.6848242 -0.0061189085
1.6848642 -0.0061086104
1.6849041 -0.0060995766
1.684944 -0.0061656018
1.684984 -0.0062735491
1.6850239 -0.0063803564
1.6850638 -0.0063901553
1.6851038 -0.0063237627
1.6851437 -0.0062368582
1.6851836 -0.006188747
1.6852236 -0.0061685648
1.6852635 -0.0061998521
1.6853034 -0.0062754708
1.6853434 -0.0062843533
1.6853833 -0.0062106824
1.6854233 -0.0061990735
1.6854632 -0.0062166755
1.6855031 -0.006201975
1.6855431 -0.0062064044
1.685583 -0.0062178369
1.6856229 -0.0062458231
1.6856629 -0.0062274598
1.6857028 -0.0061670099
1.6857427 -0.0061422237
1.6857827 -0.0061021582
1.6858226 -0.0059983386
1.6858625 -0.0059920982
1.6859025 -0.0060183629
1.6859424 -0.006054197
1.6859823 -0.0060823639
1.6860223 -0.0061203684
1.6860622 -0.0061323224
1.6861022 -0.0061342726
1.6861421 -0.0061238529
1.686182 -0.0061638812
1.686222 -0.0061944425
1.6862619 -0.0062569021
1.6863018 -0.0063988348
1.6863418 -0.0064820172
1.6863817 -0.0064903582
1.6864216 -0.0064635244
1.6864616 -0.0064791208
1.6865015 -0.0064369463
1.6865414 -0.0064321719
1.6865814 -0.0065650083
1.6866213 -0.0066736899
1.6866612 -0.0067190439
1.6867012 -0.0066928235
1.6867411 -0.0065892111
1.686781 -0.006513373
1.686821 -0.0065104542
1.6868609 -0.0065243235
1.6869009 -0.006555954
1.6869408 -0.0065934188
1.6869807 -0.0065752803
1.6870207 -0.0065641929
1.6870606 -0.0066164634
1.6871005 -0.0066352235
1.6871405 -0.0066184942
1.6871804 -0.006559493
1.6872203 -0.0065786117
1.6872603 -0.0066268453
1.6873002 -0.006644675
1.6873401 -0.0066407314
1.6873801 -0.0065946998
1.68742 -0.0065375958
1.6874599 -0.0065643536
1.6874999 -0.0066070664
1.6875398 -0.0064962893
1.6875798 -0.0064676092
1.6876197 -0.0064688339
1.6876596 -0.0064278864
1.6876996 -0.0064016655
1.6877395 -0.006378497
1.6877794 -0.0064077345
1.6878194 -0.0064861872
1.6878593 -0.0065536872
1.6878992 -0.006599674
1.6879392 -0.0066108373
1.6879791 -0.006622436
1.688019 -0.0066348612
1.688059 -0.0066443193
1.6880989 -0.0065757465
1.6881388 -0.0064759743
1.6881788 -0.0064190468
1.6882187 -0.0064179813
1.6882586 -0.0063862023
1.6882986 -0.0063620335
1.6883385 -0.0064001149
1.6883785 -0.0064585856
1.6884184 -0.0064678635
1.6884583 -0.0064478931
1.6884983 -0.0064214231
1.6885382 -0.0064200778
1.6885781 -0.0064481599
1.6886181 -0.0064559178
1.688658 -0.0065024174
1.6886979 -0.006548509
1.6887379 -0.0066365078
1.6887778 -0.0066673695
1.6888177 -0.0066915373
1.6888577 -0.0066569541
1.6888976 -0.0066171414
1.6889375 -0.0065838345
1.6889775 -0.0066242842
1.6890174 -0.0067558927
1.6890574 -0.0068155797
1.6890973 -0.0068202815
1.6891372 -0.0068601691
1.6891772 -0.0068781278
1.6892171 -0.0068476088
1.689257 -0.0068629286
1.689297 -0.0068537323
1.6893369 -0.0068037361
1.6893768 -0.0068048146
1.6894168 -0.0068208822
1.6894567 -0.0068821381
1.6894966 -0.0069296849
1.6895366 -0.0069447043
1.6895765 -0.0069034407
1.6896164 -0.006835341
1.6896564 -0.006791729
1.6896963 -0.0067807743
1.6897362 -0.0068134004
1.6897762 -0.0067868587
1.6898161 -0.0068078707
1.6898561 -0.00687519
1.689896 -0.0069015054
1.6899359 -0.0068442761
1.6899759 -0.0067601902
1.6900158 -0.0067608808
1.6900557 -0.0067948159
1.6900957 -0.0067348806
1.6901356 -0.0067319809
1.6901755 -0.0067492477
1.6902155 -0.0066849235
1.6902554 -0.0065715406
1.6902953 -0.0066319602
1.6903353 -0.0066716447
1.6903752 -0.0065880585
1.6904151 -0.0064741536
1.6904551 -0.0064050746
1.690495 -0.0063554943
1.6905349 -0.0062726596
1.6905749 -0.0061103026
1.6906148 -0.0061077494
1.6906548 -0.0061391066
1.6906947 -0.0061678868
1.6907346 -0.0062388433
1.6907746 -0.0062716412
1.6908145 -0.0062681613
1.6908544 -0.0062335143
1.6908944 -0.00612853
1.6909343 -0.0060776132
1.6909742 -0.0060108071
1.6910142 -0.0059871408
1.6910541 -0.0059859985
1.691094 -0.0059508728
1.691134 -0.0058894376
1.6911739 -0.0058344761
1.6912138 -0.0057491856
1.6912538 -0.0056770537
1.6912937 -0.0055756792
1.6913337 -0.0054467451
1.6913736 -0.0053692702
1.6914135 -0.0053162216
1.6914535 -0.0053311256
1.6914934 -0.0052643241
1.6915333 -0.0052104765
1.6915733 -0.0051965374
1.6916132 -0.0051917094
1.6916531 -0.0050872103
1.6916931 -0.0049499939
1.691733 -0.0048915907
1.6917729 -0.004856145
1.6918129 -0.0048366003
1.6918528 -0.0049693254
1.6918927 -0.0050579803
1.6919327 -0.0051312414
1.6919726 -0.0051431945
1.6920125 -0.0050311806
1.6920525 -0.0049843248
1.6920924 -0.0049709547
1.6921324 -0.0049007097
1.6921723 -0.0048930319
1.6922122 -0.0049167173
1.6922522 -0.0049125361
1.6922921 -0.0049659666
1.692332 -0.0049957181
1.692372 -0.0049938946
1.6924119 -0.0049664797
1.6924518 -0.0049571414
1.6924918 -0.0048421826
1.6925317 -0.0046708402
1.6925716 -0.0046233898
1.6926116 -0.0046274448
1.6926515 -0.0045848219
1.6926914 -0.0045006173
1.6927314 -0.0045509133
1.6927713 -0.0044819987
1.6928113 -0.0044361423
1.6928512 -0.0044413623
1.6928911 -0.0045547383
1.6929311 -0.0046949149
1.692971 -0.0047377991
1.6930109 -0.0046487646
1.6930509 -0.004533892
1.6930908 -0.0045519783
1.6931307 -0.0045528011
1.6931707 -0.0045451
1.6932106 -0.0045221685
1.6932505 -0.0045542745
1.6932905 -0.0045750211
1.6933304 -0.0046652248
1.6933703 -0.0047112475
1.6934103 -0.0046538548
1.6934502 -0.0046621477
1.6934901 -0.0047054035
1.6935301 -0.0047518457
1.69357 -0.0048078815
1.69361 -0.004940148
1.6936499 -0.0050353883
1.6936898 -0.0049384409
1.6937298 -0.0048492011
1.6937697 -0.0048421822
1.6938096 -0.0049760016
1.6938496 -0.0050717667
1.6938895 -0.0051717046
1.6939294 -0.0052256235
1.6939694 -0.0052432991
1.6940093 -0.0053339363
1.6940492 -0.005413536
1.6940892 -0.0053973217
1.6941291 -0.005311308
1.694169 -0.0052946256
1.694209 -0.0053663468
1.6942489 -0.0053801788
1.6942888 -0.0053520808
1.6943288 -0.0052616252
1.6943687 -0.005144354
1.6944087 -0.0050726561
1.6944486 -0.0049778833
1.6944885 -0.0047984724
1.6945285 -0.0047262977
1.6945684 -0.0045867157
1.6946083 -0.0044479384
1.6946483 -0.0043413043
1.6946882 -0.0042589228
1.6947281 -0.004250831
1.6947681 -0.0042774761
1.694808 -0.0043520099
1.6948479 -0.0042619193
1.6948879 -0.0042528464
1.6949278 -0.0042515532
1.6949677 -0.0041555939
1.6950077 -0.0040387525
1.6950476 -0.0039625266
1.6950876 -0.0039566532
1.6951275 -0.0039175265
1.6951674 -0.0037790544
1.6952074 -0.003716839
1.6952473 -0.0036905671
1.6952872 -0.0036604882
1.6953272 -0.0036852888
1.6953671 -0.0036674447
1.695407 -0.0036767491
1.695447 -0.0036784904
1.6954869 -0.0037689342
1.6955268 -0.0038099065
1.6955668 -0.0038533171
1.6956067 -0.0038555616
1.6956466 -0.0037756464
1.6956866 -0.003847959
1.6957265 -0.0039163395
1.6957664 -0.0039218431
1.6958064 -0.0040248781
1.6958463 -0.004251292
1.6958863 -0.0045022313
1.6959262 -0.0046309815
1.6959661 -0.004707587
1.6960061 -0.0046302374
1.696046 -0.0046339571
1.6960859 -0.0046896068
1.6961259 -0.0047987183
1.6961658 -0.0047783167
1.6962057 -0.0048550805
1.6962457 -0.0049456763
1.6962856 -0.0049840496
1.6963255 -0.0049334294
1.6963655 -0.0048834486
1.6964054 -0.0048935264
1.6964453 -0.0049337065
1.6964853 -0.0049212328
1.6965252 -0.004788796
1.6965652 -0.0047442741
1.6966051 -0.0047955532
1.696645 -0.004798484
1.696685 -0.0047704256
1.6967249 -0.0048042499
1.6967648 -0.004802255
1.6968048 -0.0048127947
1.6968447 -0.0047142035
1.6968846 -0.0046280017
1.6969246 -0.0046669375
1.6969645 -0.0048463251
1.6970044 -0.0050860778
1.6970444 -0.0051826076
1.6970843 -0.005244703
1.6971242 -0.0052643022
1.6971642 -0.0052241068
1.6972041 -0.0052506072
1.697244 -0.0053508258
1.697284 -0.0053731105
1.6973239 -0.0054381471
1.6973639 -0.0056181499
1.6974038 -0.0057297368
1.6974437 -0.0057135597
1.6974837 -0.005758862
1.6975236 -0.0058050156
1.6975635 -0.005889955
1.6976035 -0.0060798293
1.6976434 -0.0061449129
1.6976833 -0.0061388351
1.6977233 -0.0061156838
1.6977632 -0.0061544706
1.6978031 -0.006232359
1.6978431 -0.0062610782
1.697883 -0.006271461
1.6979229 -0.0064197131
1.6979629 -0.0066334968
1.6980028 -0.0066733537
1.6980428 -0.0066550621
1.6980827 -0.006626769
1.6981226 -0.006666631
1.6981626 -0.0066404711
1.6982025 -0.0065743453
1.6982424 -0.0065501044
1.6982824 -0.0065247719
1.6983223 -0.0065013161
1.6983622 -0.0065038837
1.6984022 -0.0065424009
1.6984421 -0.0066152629
1.698482 -0.0066834604
1.698522 -0.0065848506
1.6985619 -0.0065395371
1.6986018 -0.0065514301
1.6986418 -0.00654084
1.6986817 -0.0065354411
1.6987216 -0.0065097902
1.6987616 -0.0064822119
1.6988015 -0.0064348564
1.6988415 -0.0064798864
1.6988814 -0.0065815081
1.6989213 -0.006748498
1.6989613 -0.006762302
1.6990012 -0.0066707707
1.6990411 -0.0066300486
1.6990811 -0.0067120856
1.699121 -0.0067829443
1.6991609 -0.0067498991
1.6992009 -0.0067638084
1.6992408 -0.0068252594
1.6992807 -0.0069083837
1.6993207 -0.007070662
1.6993606 -0.0071396008
1.6994005 -0.0071967244
1.6994405 -0.0072557493
1.6994804 -0.0072634993
1.6995203 -0.0072912141
1.6995603 -0.0072866031
1.6996002 -0.0072585056
1.6996402 -0.0072084307
1.6996801 -0.0072243013
1.69972 -0.0072839279
1.69976 -0.007420321
1.6997999 -0.0075512584
1.6998398 -0.0076295719
1.6998798 -0.0076454747
1.6999197 -0.0076857242
1.6999596 -0.0077215056
1.6999996 -0.0077868365
1.7000395 -0.0078351777
1.7000794 -0.0078805359
1.7001194 -0.0079054236
1.7001593 -0.0079140086
1.7001992 -0.0078940839
1.7002392 -0.0079589132
1.7002791 -0.0080619724
1.7003191 -0.0080445213
1.700359 -0.0081004631
1.7003989 -0.0081649171
1.7004389 -0.0081667164
1.7004788 -0.0082085682
1.7005187 -0.0082680378
1.7005587 -0.0083469134
1.7005986 -0.0084153758
1.7006385 -0.00837701
1.7006785 -0.0083133178
1.7007184 -0.0084041832
1.7007583 -0.0084689111
1.7007983 -0.0085709365
1.7008382 -0.0087031322
1.7008781 -0.0087458082
1.7009181 -0.0087953582
1.700958 -0.0088659795
1.7009979 -0.0088680135
1.7010379 -0.0088399006
1.7010778 -0.0088182297
1.7011178 -0.0088404939
1.7011577 -0.0087742927
1.7011976 -0.0087268809
1.7012376 -0.0087246569
1.7012775 -0.0087184524
1.7013174 -0.0087389005
1.7013574 -0.0086869411
1.7013973 -0.0087515274
1.7014372 -0.0087620588
1.7014772 -0.0087037459
1.7015171 -0.0087493444
1.701557 -0.0088150827
1.701597 -0.0088700429
1.7016369 -0.0089355269
1.7016768 -0.0089227706
1.7017168 -0.0088219848
1.7017567 -0.0087010292
1.7017967 -0.0086115682
1.7018366 -0.0085998978
1.7018765 -0.0086326543
1.7019165 -0.0085955737
1.7019564 -0.0085405791
1.7019963 -0.0085782399
1.7020363 -0.0086222645
1.7020762 -0.0085930079
1.7021161 -0.0087059299
1.7021561 -0.0087853661
1.702196 -0.0087609943
1.7022359 -0.0086335102
1.7022759 -0.0086043868
1.7023158 -0.0085266279
1.7023557 -0.0085282503
1.7023957 -0.0085707642
1.7024356 -0.0085165231
1.7024755 -0.0084414929
1.7025155 -0.0084279757
1.7025554 -0.0083298627
1.7025954 -0.0081086308
1.7026353 -0.0080016153
1.7026752 -0.0078438362
1.7027152 -0.0076825591
1.7027551 -0.007665264
1.702795 -0.0076474668
1.702835 -0.0075688832
1.7028749 -0.0073826252
1.7029148 -0.0072855782
1.7029548 -0.0071718758
1.7029947 -0.0070538796
1.7030346 -0.0070431167
1.7030746 -0.0069527817
1.7031145 -0.0067161205
1.7031544 -0.0065125613
1.7031944 -0.0065753781
1.7032343 -0.006574952
1.7032743 -0.006513916
1.7033142 -0.0064821765
1.7033541 -0.0064507518
1.7033941 -0.0065330169
1.703434 -0.0065859314
1.7034739 -0.0064508705
1.7035139 -0.0063689211
1.7035538 -0.0062942938
1.7035937 -0.0062908996
1.7036337 -0.0063088057
1.7036736 -0.0061802999
1.7037135 -0.0061187907
1.7037535 -0.006169775
1.7037934 -0.0063300142
1.7038333 -0.0063915779
1.7038733 -0.0063704536
1.7039132 -0.0063470514
1.7039531 -0.0063821878
1.7039931 -0.0062912307
1.704033 -0.006177213
1.704073 -0.0061032944
1.7041129 -0.0060567185
1.7041528 -0.0060312725
1.7041928 -0.0060184621
1.7042327 -0.005985429
1.7042726 -0.0060112402
1.7043126 -0.0060429918
1.7043525 -0.0060047857
1.7043924 -0.005970974
1.7044324 -0.0059946463
1.7044723 -0.006073988
1.7045122 -0.0061085871
1.7045522 -0.0060695251
1.7045921 -0.0061831861
1.704632 -0.0061396556
1.704672 -0.0059700808
1.7047119 -0.0058136834
1.7047518 -0.0057692435
1.7047918 -0.005807492
1.7048317 -0.0058066854
1.7048717 -0.0055695814
1.7049116 -0.0055590193
1.7049515 -0.0056052194
1.7049915 -0.0056742849
1.7050314 -0.0056885066
1.7050713 -0.0056698336
1.7051113 -0.0056215711
1.7051512 -0.0056905504
1.7051911 -0.0057519078
1.7052311 -0.0056852307
1.705271 -0.0056377128
1.7053109 -0.0056679579
1.7053509 -0.0057716211
1.7053908 -0.0056844787
1.7054307 -0.0056327926
1.7054707 -0.0056562456
1.7055106 -0.0056102877
1.7055506 -0.0054659569
1.7055905 -0.0054483134
1.7056304 -0.0053639482
1.7056704 -0.0053611952
1.7057103 -0.0053910268
1.7057502 -0.0053283335
1.7057902 -0.0051320367
1.7058301 -0.005078943
1.70587 -0.0051135197
1.70591 -0.0051598977
1.7059499 -0.005219203
1.7059898 -0.005163643
1.7060298 -0.0049714651
1.7060697 -0.0048360983
1.7061096 -0.0048515694
1.7061496 -0.0049571167
1.7061895 -0.0051068934
1.7062294 -0.0052044513
1.7062694 -0.0051887077
1.7063093 -0.0051226676
1.7063493 -0.0050854995
1.7063892 -0.0051035937
1.7064291 -0.0051069371
1.7064691 -0.0050638658
1.706509 -0.0049553341
1.7065489 -0.0048668287
1.7065889 -0.0048755636
1.7066288 -0.0048657507
1.7066687 -0.0048546451
1.7067087 -0.0048455871
1.7067486 -0.0048193308
1.7067885 -0.0048348755
1.7068285 -0.0048949108
1.7068684 -0.0048027593
1.7069083 -0.004780835
1.7069483 -0.0048736092
1.7069882 -0.0048702243
1.7070282 -0.0048799613
1.7070681 -0.0050079455
1.707108 -0.0050542168
1.707148 -0.004917318
1.7071879 -0.0047994307
1.7072278 -0.0047110976
1.7072678 -0.0046202866
1.7073077 -0.0045920024
1.7073476 -0.0044812178
1.7073876 -0.0044195279
1.7074275 -0.0045442558
1.7074674 -0.0046153325
1.7075074 -0.0046381657
1.7075473 -0.0046794871
1.7075872 -0.0047449609
1.7076272 -0.0048797415
1.7076671 -0.0048282831
1.707707 -0.0047108885
1.707747 -0.0046034902
1.7077869 -0.0046480494
1.7078269 -0.0046341191
1.7078668 -0.0046177264
1.7079067 -0.0047216779
1.7079467 -0.0049708281
1.7079866 -0.0050584278
1.7080265 -0.005051801
1.7080665 -0.0052087759
1.7081064 -0.0053237597
1.7081463 -0.0054097557
1.7081863 -0.005395635
1.7082262 -0.0052474304
1.7082661 -0.0052062431
1.7083061 -0.0051499959
1.708346 -0.0051431814
1.7083859 -0.0051875319
1.7084259 -0.0052015246
1.7084658 -0.0052088336
1.7085057 -0.0051288186
1.7085457 -0.0051214611
1.7085856 -0.0050903512
1.7086256 -0.0051533412
1.7086655 -0.0052063079
1.7087054 -0.0052530249
1.7087454 -0.0052822451
1.7087853 -0.005227095
1.7088252 -0.0051166979
1.7088652 -0.0051244283
1.7089051 -0.0052195801
1.708945 -0.0052848696
1.708985 -0.0053167017
1.7090249 -0.0053579756
1.7090648 -0.0053536124
1.7091048 -0.0053584594
1.7091447 -0.005440536
1.7091846 -0.0055108103
1.7092246 -0.0055965204
1.7092645 -0.0056230593
1.7093045 -0.005656749
1.7093444 -0.0056714509
1.7093843 -0.0056526149
1.7094243 -0.0055914028
1.7094642 -0.0055814823
1.7095041 -0.0055456422
1.7095441 -0.0055274484
1.709584 -0.0055638212
1.7096239 -0.0057174037
1.7096639 -0.0058323587
1.7097038 -0.0058766189
1.7097437 -0.0059215436
1.7097837 -0.0059143556
1.7098236 -0.0059462176
1.7098635 -0.0059137302
1.7099035 -0.0059589599
1.7099434 -0.0060315612
1.7099833 -0.0061801672
1.7100233 -0.0063598459
1.7100632 -0.0063840966
1.7101032 -0.0062496741
1.7101431 -0.0061418489
1.710183 -0.0060596927
1.710223 -0.0059889518
1.7102629 -0.0060258359
1.7103028 -0.0061108181
1.7103428 -0.0061245724
1.7103827 -0.0061758123
1.7104226 -0.0062051672
1.7104626 -0.0061654598
1.7105025 -0.0061135101
1.7105424 -0.0061199963
1.7105824 -0.0061410521
1.7106223 -0.0061198957
1.7106622 -0.0060159862
1.7107022 -0.005921171
1.7107421 -0.0059234919
1.7107821 -0.005998929
1.710822 -0.0060255914
1.7108619 -0.0060488377
1.7109019 -0.0061414363
1.7109418 -0.0062216208
1.7109817 -0.0062924768
1.7110217 -0.0063005788
1.7110616 -0.0063330596
1.7111015 -0.0063789515
1.7111415 -0.0064270291
1.7111814 -0.0064065019
1.7112213 -0.006320952
1.7112613 -0.0062843449
1.7113012 -0.0062709469
1.7113411 -0.0063490756
1.7113811 -0.0063797655
1.711421 -0.0064111194
1.7114609 -0.0063762302
1.7115009 -0.0063004969
1.7115408 -0.006297492
1.7115808 -0.0063353051
1.7116207 -0.0063099503
1.7116606 -0.0063171228
1.7117006 -0.0064398153
1.7117405 -0.0065966845
1.7117804 -0.0065868641
1.7118204 -0.0064794938
1.7118603 -0.0063555394
1.7119002 -0.00629998
1.7119402 -0.0062237377
1.7119801 -0.0061980286
1.71202 -0.0061754887
1.71206 -0.0061845924
1.7120999 -0.0062035285
1.7121398 -0.0062205172
1.7121798 -0.0062283683
1.7122197 -0.0062451265
1.7122597 -0.0062604304
1.7122996 -0.0061723031
1.7123395 -0.0061023515
1.7123795 -0.0060456987
1.7124194 -0.0060592713
1.7124593 -0.0060793422
1.7124993 -0.0061411415
1.7125392 -0.0062336493
1.7125791 -0.0062288465
1.7126191 -0.0061826711
1.712659 -0.0061258967
1.7126989 -0.0060710087
1.7127389 -0.0061026886
1.7127788 -0.0060970103
1.7128187 -0.0060044336
1.7128587 -0.005849598
1.7128986 -0.0058799456
1.7129385 -0.0059121656
1.7129785 -0.0059197228
1.7130184 -0.0059383539
1.7130584 -0.0059984708
1.7130983 -0.0060782945
1.7131382 -0.0061095674
1.7131782 -0.0060769957
1.7132181 -0.0060152542
1.713258 -0.0059835985
1.713298 -0.0059444779
1.7133379 -0.0059129936
1.7133778 -0.0059097488
1.7134178 -0.0059000906
1.7134577 -0.0059181009
1.7134976 -0.0059097698
1.7135376 -0.0058590146
1.7135775 -0.0058502303
1.7136174 -0.0058472678
1.7136574 -0.0058304314
1.7136973 -0.0057918862
1.7137372 -0.005799274
1.7137772 -0.0058331951
1.7138171 -0.0058023767
1.7138571 -0.005802433
1.713897 -0.0058223316
1.7139369 -0.0058113788
1.7139769 -0.0058334954
1.7140168 -0.0058379755
1.7140567 -0.0058586774
1.7140967 -0.0058672498
1.7141366 -0.0057898895
1.7141765 -0.0056928936
1.7142165 -0.0056537637
1.7142564 -0.0056742351
1.7142963 -0.005701107
1.7143363 -0.0056951069
1.7143762 -0.0057219267
1.7144161 -0.0057435632
1.7144561 -0.0056992746
1.714496 -0.0056335968
1.714536 -0.0056319707
1.7145759 -0.0056809532
1.7146158 -0.0056692329
1.7146558 -0.0056317272
1.7146957 -0.0055661723
1.7147356 -0.0055299019
1.7147756 -0.0055031893
1.7148155 -0.0054553458
1.7148554 -0.0054324381
1.7148954 -0.0054095145
1.7149353 -0.0053639021
1.7149752 -0.0052999347
1.7150152 -0.0052516484
1.7150551 -0.005209412
1.715095 -0.005168953
1.715135 -0.0052110311
1.7151749 -0.0051818513
1.7152148 -0.0051005068
1.7152548 -0.0050304951
1.7152947 -0.0050011538
1.7153347 -0.0049691931
1.7153746 -0.0050457101
1.7154145 -0.0051401416
1.7154545 -0.005178073
1.7154944 -0.0051998273
1.7155343 -0.005179977
1.7155743 -0.0050795521
1.7156142 -0.0050086677
1.7156541 -0.0049285167
1.7156941 -0.0048670536
1.715734 -0.004854253
1.7157739 -0.0049170866
1.7158139 -0.0048754006
1.7158538 -0.0048808334
1.7158937 -0.0049218093
1.7159337 -0.0048876056
1.7159736 -0.0048634582
1.7160136 -0.0048505268
1.7160535 -0.0048054704
1.7160934 -0.004748432
1.7161334 -0.0047825337
1.7161733 -0.0049039936
1.7162132 -0.004911833
1.7162532 -0.0048457356
1.7162931 -0.0047421134
1.716333 -0.0047471966
1.716373 -0.0048469664
1.7164129 -0.0048419475
1.7164528 -0.0047931736
1.7164928 -0.0047120787
1.7165327 -0.0045939027
1.7165726 -0.0045456435
1.7166126 -0.0045591099
1.7166525 -0.0045838808
1.7166924 -0.004619855
1.7167324 -0.0047004838
1.7167723 -0.0048082061
1.7168123 -0.0048644282
1.7168522 -0.0048442087
1.7168921 -0.0048189992
1.7169321 -0.0047736024
1.716972 -0.0047198539
1.7170119 -0.0046923724
1.7170519 -0.0046942593
1.7170918 -0.0046846881
1.7171317 -0.0046304166
1.7171717 -0.0046395543
1.7172116 -0.0046543386
1.7172515 -0.0046189148
1.7172915 -0.0045888214
1.7173314 -0.0045991451
1.7173713 -0.004613786
1.7174113 -0.0046530417
1.7174512 -0.0046894946
1.7174911 -0.0046659061
1.7175311 -0.0046508792
1.717571 -0.0046090926
1.717611 -0.0045747878
1.7176509 -0.0045604329
1.7176908 -0.0045143333
1.7177308 -0.0045389738
1.7177707 -0.0045756022
1.7178106 -0.0046525542
1.7178506 -0.004722897
1.7178905 -0.0047681606
1.7179304 -0.0047722277
1.7179704 -0.0046994141
1.7180103 -0.0046359636
1.7180502 -0.0046519516
1.7180902 -0.0046409443
1.7181301 -0.0046732342
1.71817 -0.0046838513
1.71821 -0.0046543102
1.7182499 -0.004683699
1.7182899 -0.004740091
1.7183298 -0.0047948849
1.7183697 -0.0048013641
1.7184097 -0.0047599967
1.7184496 -0.0047607324
1.7184895 -0.004761402
1.7185295 -0.0048291394
1.7185694 -0.0048869089
1.7186093 -0.0049041379
1.7186493 -0.0048749978
1.7186892 -0.004786313
1.7187291 -0.0047499645
1.7187691 -0.0047718594
1.718809 -0.0048268377
1.7188489 -0.0048472569
1.7188889 -0.0048393672
1.7189288 -0.0048150988
1.7189687 -0.0048120734
1.7190087 -0.0048568165
1.7190486 -0.0049278573
1.7190886 -0.0049740244
1.7191285 -0.0049914732
1.7191684 -0.0049768081
1.7192084 -0.0050137779
1.7192483 -0.0050577628
1.7192882 -0.0050834073
1.7193282 -0.0050166855
1.7193681 -0.0049787145
1.719408 -0.0049599232
1.719448 -0.0049931114
1.7194879 -0.0050047147
1.7195278 -0.0050613754
1.7195678 -0.0051016398
1.7196077 -0.0051686438
1.7196476 -0.0053021018
1.7196876 -0.0053462833
1.7197275 -0.0052960077
1.7197675 -0.0052363812
1.7198074 -0.0051482883
1.7198473 -0.0050931275
1.7198873 -0.0050569614
