(title "Acoustic Pressure at receiver-15 (0.17101 0.984808 0.0301537)")
(labels "Time" "Acoustic Pressure")

((xy/key/label "Surface")
1.6223657 -0.005352465
1.6224056 -0.0052768774
1.6224456 -0.0051477416
1.6224855 -0.0050865985
1.6225255 -0.0050462876
1.6225654 -0.0050622392
1.6226053 -0.0050883256
1.6226453 -0.0051298747
1.6226852 -0.005152551
1.6227251 -0.005152348
1.6227651 -0.0051582353
1.622805 -0.0051639285
1.6228449 -0.0052024405
1.6228849 -0.0052642659
1.6229248 -0.0053242221
1.6229647 -0.0053392225
1.6230047 -0.0053386856
1.6230446 -0.0053176782
1.6230845 -0.0052806255
1.6231245 -0.0052349218
1.6231644 -0.0052208202
1.6232044 -0.0052305083
1.6232443 -0.0052436576
1.6232842 -0.0052904296
1.6233242 -0.0053236289
1.6233641 -0.0053450768
1.623404 -0.0053983401
1.623444 -0.0053859581
1.6234839 -0.0053626131
1.6235238 -0.0053455168
1.6235638 -0.005334063
1.6236037 -0.0054026297
1.6236436 -0.0054999585
1.6236836 -0.0055141007
1.6237235 -0.0054484643
1.6237634 -0.0053876527
1.6238034 -0.0053652949
1.6238433 -0.0053249141
1.6238832 -0.0052878177
1.6239232 -0.0052228649
1.6239631 -0.0052526463
1.6240031 -0.0053783623
1.624043 -0.0055111861
1.6240829 -0.0056146383
1.6241229 -0.0057049296
1.6241628 -0.0057825539
1.6242027 -0.0058255787
1.6242427 -0.0058509274
1.6242826 -0.0058646598
1.6243225 -0.0058606421
1.6243625 -0.0058324207
1.6244024 -0.0057761706
1.6244423 -0.0057688425
1.6244823 -0.0057883994
1.6245222 -0.0057996772
1.6245621 -0.005865782
1.6246021 -0.0058909943
1.624642 -0.005887432
1.6246819 -0.005891887
1.6247219 -0.0059262617
1.6247618 -0.0059778546
1.6248018 -0.0059948685
1.6248417 -0.0059272102
1.6248816 -0.0059129819
1.6249216 -0.005864528
1.6249615 -0.0058529568
1.6250014 -0.0058630714
1.6250414 -0.0058301911
1.6250813 -0.0057586217
1.6251212 -0.0056845206
1.6251612 -0.0056804302
1.6252011 -0.0057099261
1.625241 -0.0056985081
1.625281 -0.0057447166
1.6253209 -0.0057653431
1.6253608 -0.0057741688
1.6254008 -0.0058338521
1.6254407 -0.005805965
1.6254807 -0.0056922785
1.6255206 -0.0055615054
1.6255605 -0.0055295778
1.6256005 -0.0054389089
1.6256404 -0.0053632827
1.6256803 -0.0053170277
1.6257203 -0.0052852128
1.6257602 -0.0052040019
1.6258001 -0.0051540271
1.6258401 -0.0052066785
1.62588 -0.005239795
1.6259199 -0.0052183727
1.6259599 -0.0051706089
1.6259998 -0.0051302006
1.6260397 -0.005175028
1.6260797 -0.0052494099
1.6261196 -0.0053024087
1.6261595 -0.0053316415
1.6261995 -0.0052153887
1.6262394 -0.0051229508
1.6262794 -0.0050885663
1.6263193 -0.0050903601
1.6263592 -0.005118689
1.6263992 -0.0051163267
1.6264391 -0.0051386994
1.626479 -0.0051470222
1.626519 -0.0051573711
1.6265589 -0.0051709837
1.6265988 -0.0052086581
1.6266388 -0.0052372352
1.6266787 -0.0052267909
1.6267186 -0.005216537
1.6267586 -0.0051334281
1.6267985 -0.0050621261
1.6268384 -0.0050367191
1.6268784 -0.0051019131
1.6269183 -0.0051563373
1.6269583 -0.0051920619
1.6269982 -0.005209215
1.6270381 -0.0053038108
1.6270781 -0.005328719
1.627118 -0.0052716993
1.6271579 -0.0051289122
1.6271979 -0.0050673094
1.6272378 -0.0051035662
1.6272777 -0.0051512835
1.6273177 -0.00519122
1.6273576 -0.0052144043
1.6273975 -0.0051650009
1.6274375 -0.0050840634
1.6274774 -0.0050354898
1.6275173 -0.0050697946
1.6275573 -0.0051336735
1.6275972 -0.0051749935
1.6276371 -0.0051812497
1.6276771 -0.0052139699
1.627717 -0.0052456907
1.627757 -0.005253572
1.6277969 -0.0052370923
1.6278368 -0.0051903827
1.6278768 -0.0051361248
1.6279167 -0.0051130974
1.6279566 -0.0050867903
1.6279966 -0.0050834888
1.6280365 -0.005088469
1.6280764 -0.0051412219
1.6281164 -0.0051684678
1.6281563 -0.0051717167
1.6281962 -0.005169264
1.6282362 -0.0051860092
1.6282761 -0.0052381186
1.628316 -0.005248426
1.628356 -0.0052364031
1.6283959 -0.00526792
1.6284359 -0.0052816365
1.6284758 -0.005256054
1.6285157 -0.005233462
1.6285557 -0.0052205091
1.6285956 -0.0052499091
1.6286355 -0.005247768
1.6286755 -0.0052685929
1.6287154 -0.0052730837
1.6287553 -0.0052483375
1.6287953 -0.0052501364
1.6288352 -0.0052673542
1.6288751 -0.0053196447
1.6289151 -0.0053555206
1.628955 -0.00534662
1.6289949 -0.0053577581
1.6290349 -0.0053835823
1.6290748 -0.0054431949
1.6291147 -0.0054400614
1.6291547 -0.0054269163
1.6291946 -0.0054859505
1.6292346 -0.0055376715
1.6292745 -0.0055557615
1.6293144 -0.0055354778
1.6293544 -0.0055321925
1.6293943 -0.005538418
1.6294342 -0.0055014803
1.6294742 -0.0054406933
1.6295141 -0.0054918341
1.629554 -0.0054894225
1.629594 -0.005514387
1.6296339 -0.0055098198
1.6296738 -0.0055448492
1.6297138 -0.0055891983
1.6297537 -0.0056098639
1.6297936 -0.0056260349
1.6298336 -0.005668886
1.6298735 -0.0056632794
1.6299134 -0.0056238594
1.6299534 -0.005612765
1.6299933 -0.0055655148
1.6300333 -0.0055028396
1.6300732 -0.0054601501
1.6301131 -0.005483469
1.6301531 -0.0054860064
1.630193 -0.0054647201
1.6302329 -0.0055266689
1.6302729 -0.0055350051
1.6303128 -0.005504977
1.6303527 -0.005545496
1.6303927 -0.0055991495
1.6304326 -0.0055986783
1.6304725 -0.00567206
1.6305125 -0.0057067624
1.6305524 -0.0056542284
1.6305923 -0.0056076501
1.6306323 -0.0054970863
1.6306722 -0.005417577
1.6307122 -0.0053889304
1.6307521 -0.0053645796
1.630792 -0.0054146773
1.630832 -0.0055064824
1.6308719 -0.0055162422
1.6309118 -0.0055348855
1.6309518 -0.0055465866
1.6309917 -0.0055272193
1.6310316 -0.0054541631
1.6310716 -0.0053890804
1.6311115 -0.0053982832
1.6311514 -0.0054048575
1.6311914 -0.0053951065
1.6312313 -0.0054589971
1.6312712 -0.0054972726
1.6313112 -0.0055012289
1.6313511 -0.0054563689
1.631391 -0.0053725061
1.631431 -0.0053507569
1.6314709 -0.0053369282
1.6315109 -0.0053019891
1.6315508 -0.0053319167
1.6315907 -0.0054178173
1.6316307 -0.0054749716
1.6316706 -0.0055412836
1.6317105 -0.0055664792
1.6317505 -0.0055674659
1.6317904 -0.0055651292
1.6318303 -0.0055147549
1.6318703 -0.0055079116
1.6319102 -0.0055564251
1.6319501 -0.0056120139
1.6319901 -0.0056672092
1.63203 -0.0056562726
1.6320699 -0.0056860899
1.6321099 -0.0057534361
1.6321498 -0.0057843872
1.6321898 -0.0057348763
1.6322297 -0.0056727151
1.6322696 -0.0056581539
1.6323096 -0.0056423303
1.6323495 -0.0056139915
1.6323894 -0.0055849757
1.6324294 -0.0056004636
1.6324693 -0.0056286501
1.6325092 -0.0056597199
1.6325492 -0.0056172325
1.6325891 -0.0055261711
1.632629 -0.0054945662
1.632669 -0.0055653742
1.6327089 -0.0056584636
1.6327488 -0.0056789271
1.6327888 -0.0057086847
1.6328287 -0.005756055
1.6328686 -0.0058088861
1.6329086 -0.0057842
1.6329485 -0.0057389257
1.6329885 -0.0057167667
1.6330284 -0.0057577696
1.6330683 -0.0058022216
1.6331083 -0.0058301846
1.6331482 -0.0058700168
1.6331881 -0.0058477703
1.6332281 -0.0058109649
1.633268 -0.0057690237
1.6333079 -0.0057121343
1.6333479 -0.0057383608
1.6333878 -0.0056907651
1.6334277 -0.0056556757
1.6334677 -0.0056791315
1.6335076 -0.0056633209
1.6335475 -0.0057209907
1.6335875 -0.0057154698
1.6336274 -0.0057392055
1.6336673 -0.0057705427
1.6337073 -0.0057950127
1.6337472 -0.0058476417
1.6337872 -0.0058425455
1.6338271 -0.0058162468
1.633867 -0.0057927105
1.633907 -0.0057693976
1.6339469 -0.0058107693
1.6339868 -0.0058755465
1.6340268 -0.0059535578
1.6340667 -0.0059835473
1.6341066 -0.0060033211
1.6341466 -0.006026187
1.6341865 -0.0060244282
1.6342264 -0.0060546808
1.6342664 -0.0060797096
1.6343063 -0.0061150622
1.6343462 -0.0062292353
1.6343862 -0.0062895156
1.6344261 -0.0062562553
1.6344661 -0.0062328805
1.634506 -0.0061864303
1.6345459 -0.0061826054
1.6345859 -0.006174589
1.6346258 -0.0061780619
1.6346657 -0.0062294086
1.6347057 -0.0062564379
1.6347456 -0.0063024727
1.6347855 -0.006314164
1.6348255 -0.0063590277
1.6348654 -0.0064249616
1.6349053 -0.0065366505
1.6349453 -0.0065806168
1.6349852 -0.0065098442
1.6350251 -0.0064983
1.6350651 -0.0065656453
1.635105 -0.0066525517
1.6351449 -0.0067261136
1.6351849 -0.0067456658
1.6352248 -0.0067548039
1.6352648 -0.0066585601
1.6353047 -0.0065792771
1.6353446 -0.0065767681
1.6353846 -0.0066165137
1.6354245 -0.006614326
1.6354644 -0.0066656685
1.6355044 -0.00669464
1.6355443 -0.0066473139
1.6355842 -0.0065818406
1.6356242 -0.0065521742
1.6356641 -0.0065062558
1.635704 -0.006493133
1.635744 -0.0064826459
1.6357839 -0.0064307894
1.6358238 -0.006408588
1.6358638 -0.0064557814
1.6359037 -0.0064781005
1.6359437 -0.0064521516
1.6359836 -0.0063804961
1.6360235 -0.006280798
1.6360635 -0.006200274
1.6361034 -0.0061542671
1.6361433 -0.0062545794
1.6361833 -0.0062887114
1.6362232 -0.0062409211
1.6362631 -0.0062492536
1.6363031 -0.006264247
1.636343 -0.0063056471
1.6363829 -0.0062691928
1.6364229 -0.0061843558
1.6364628 -0.0060926019
1.6365027 -0.0060533928
1.6365427 -0.0060309819
1.6365826 -0.0060052853
1.6366225 -0.0059547606
1.6366625 -0.0059973691
1.6367024 -0.0060401931
1.6367424 -0.0061106486
1.6367823 -0.006131886
1.6368222 -0.0061718947
1.6368622 -0.0061369166
1.6369021 -0.0061043943
1.636942 -0.0061594225
1.636982 -0.0062107714
1.6370219 -0.0061888816
1.6370618 -0.0061287959
1.6371018 -0.0060793501
1.6371417 -0.0060834084
1.6371816 -0.0061275223
1.6372216 -0.0061789355
1.6372615 -0.0062853354
1.6373014 -0.0063012396
1.6373414 -0.0062888474
1.6373813 -0.0062048929
1.6374213 -0.0061852839
1.6374612 -0.0062132045
1.6375011 -0.0062378515
1.6375411 -0.0062755886
1.637581 -0.006309492
1.6376209 -0.0063934498
1.6376609 -0.0064788917
1.6377008 -0.0065212818
1.6377407 -0.0064860657
1.6377807 -0.0064395866
1.6378206 -0.0064575304
1.6378605 -0.00656546
1.6379005 -0.0066126073
1.6379404 -0.0065762666
1.6379803 -0.0065441984
1.6380203 -0.0065975888
1.6380602 -0.0066126892
1.6381001 -0.0065733553
1.6381401 -0.0065036146
1.63818 -0.0065096649
1.63822 -0.0065390328
1.6382599 -0.0065693804
1.6382998 -0.006603383
1.6383398 -0.006677039
1.6383797 -0.0067769964
1.6384196 -0.006740219
1.6384596 -0.0065594013
1.6384995 -0.0064576585
1.6385394 -0.0064352774
1.6385794 -0.0064521888
1.6386193 -0.00649312
1.6386592 -0.0064811353
1.6386992 -0.0064887623
1.6387391 -0.0064463005
1.638779 -0.0064598657
1.638819 -0.0065006218
1.6388589 -0.0065408899
1.6388988 -0.0065582315
1.6389388 -0.0065565612
1.6389787 -0.0065571605
1.6390187 -0.0064631952
1.6390586 -0.0064175976
1.6390985 -0.0063571404
1.6391385 -0.0063465522
1.6391784 -0.0063021048
1.6392183 -0.0062373253
1.6392583 -0.0062368587
1.6392982 -0.0063076015
1.6393381 -0.0063210945
1.6393781 -0.0062565836
1.639418 -0.0062515056
1.6394579 -0.006265311
1.6394979 -0.006206898
1.6395378 -0.0061792899
1.6395777 -0.0060978695
1.6396177 -0.0059572491
1.6396576 -0.0059041749
1.6396976 -0.005939866
1.6397375 -0.0059961267
1.6397774 -0.0059535387
1.6398174 -0.0058236038
1.6398573 -0.005702788
1.6398972 -0.0057198219
1.6399372 -0.0057339403
1.6399771 -0.0057255742
1.640017 -0.0056781499
1.640057 -0.0056391461
1.6400969 -0.0055220411
1.6401368 -0.0054661655
1.6401768 -0.0055099283
1.6402167 -0.0055142753
1.6402566 -0.005512957
1.6402966 -0.0055307099
1.6403365 -0.0054566967
1.6403764 -0.0053921477
1.6404164 -0.005441871
1.6404563 -0.0054524192
1.6404963 -0.0053835735
1.6405362 -0.0054063657
1.6405761 -0.0054638288
1.6406161 -0.0054834108
1.640656 -0.0054294621
1.6406959 -0.0053736242
1.6407359 -0.0053250366
1.6407758 -0.0052905357
1.6408157 -0.0052200342
1.6408557 -0.0051530097
1.6408956 -0.0051602046
1.6409355 -0.0052040205
1.6409755 -0.0053379675
1.6410154 -0.0053458787
1.6410553 -0.0052259723
1.6410953 -0.0051891757
1.6411352 -0.0052232118
1.6411752 -0.0052169017
1.6412151 -0.0052214172
1.641255 -0.0052679679
1.641295 -0.0052167233
1.6413349 -0.0051115379
1.6413748 -0.005061497
1.6414148 -0.0051133931
1.6414547 -0.0050399886
1.6414946 -0.0050290208
1.6415346 -0.005072793
1.6415745 -0.0050886008
1.6416144 -0.0051264558
1.6416544 -0.0050820247
1.6416943 -0.0049765725
1.6417342 -0.0049460148
1.6417742 -0.0049505662
1.6418141 -0.0049517672
1.641854 -0.0048975497
1.641894 -0.0047968477
1.6419339 -0.0048638578
1.6419739 -0.0048460402
1.6420138 -0.0047818362
1.6420537 -0.0047071381
1.6420937 -0.0046329736
1.6421336 -0.0045978413
1.6421735 -0.0047025662
1.6422135 -0.0047487593
1.6422534 -0.0047151251
1.6422933 -0.0047521759
1.6423333 -0.0048096878
1.6423732 -0.0047565885
1.6424131 -0.0046961633
1.6424531 -0.0046211765
1.642493 -0.0046279528
1.6425329 -0.0046502412
1.6425729 -0.004722063
1.6426128 -0.0047982959
1.6426528 -0.0049306182
1.6426927 -0.0050522946
1.6427326 -0.0050600246
1.6427726 -0.0050789202
1.6428125 -0.0050308416
1.6428524 -0.0049025049
1.6428924 -0.0048715081
1.6429323 -0.0048597017
1.6429722 -0.004858329
